DRINKING WATER,ISO3,Year,"Population 
(thousands)",% urban,RURAL,,,,,URBAN,,,,,TOTAL,,,,,RURAL,,,,,,,URBAN,,,,,,,TOTAL,,,,,,,,,,,
"COUNTRY, AREA OR TERRITORY",,,,,,,,,,,,,,,,,,,,"Proportion of population using 
improved water supplies",,,,,,,"Proportion of population using 
improved water supplies",,,,,,,"Proportion of population using 
improved water supplies",,,,,,,,,,,
Viet Nam,VNM,2000,   79 001,24,76,<1,12,11,0.97,95,1,2,2,0.19,81,<1,10,9,0.79,37,60,74,37,0.44,<1,77,73,89,96,73,0.11,50,46,46,67,79,46,0.55,12,69,5222,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2001,   79 818,25,77,<1,12,11,0.97,95,1,2,2,0.19,81,<1,9,8,0.79,37,62,75,37,0.44,1,77,74,89,96,74,0.11,52,44,46,69,80,46,0.55,14,69,5223,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2002,   80 642,26,78,<1,11,10,0.97,95,1,2,1,0.19,82,<1,9,8,0.79,38,63,76,38,0.44,2,76,74,90,96,74,0.11,54,43,47,70,81,47,0.55,16,68,5224,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2003,   81 476,26,79,<1,11,9,0.97,95,1,2,1,0.19,83,<1,9,7,0.79,38,65,77,38,0.44,4,76,74,90,96,74,0.11,55,41,47,72,82,47,0.55,17,67,5225,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2004,   82 311,27,80,<1,11,9,0.97,96,1,2,1,0.19,84,<1,8,7,0.79,38,67,78,38,0.44,5,75,74,91,97,74,0.11,57,40,48,73,83,48,0.55,19,66,5226,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2005,   83 142,27,81,<1,10,8,0.97,96,<1,2,1,0.19,85,<1,8,6,0.79,39,69,78,39,0.44,7,75,74,91,97,74,0.11,58,38,48,75,83,48,0.55,21,65,5227,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2006,   83 952,28,82,<1,10,8,0.97,96,<1,2,1,0.19,86,<1,8,6,0.79,39,70,79,39,0.44,8,74,74,92,97,74,0.11,60,37,49,76,84,49,0.55,23,64,5228,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2007,   84 762,29,83,<1,10,7,0.97,96,<1,2,<1,0.19,86,<1,7,5,0.79,40,72,80,40,0.44,10,74,74,92,97,74,0.11,62,35,50,78,85,50,0.55,25,63,5229,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2008,   85 597,29,84,<1,9,6,0.97,96,<1,2,<1,0.19,87,<1,7,5,0.79,40,74,81,40,0.44,11,73,74,93,97,74,0.11,63,34,50,79,86,50,0.55,26,62,5230,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2009,   86 483,30,84,<1,9,6,0.97,96,<1,2,<1,0.19,88,<1,7,4,0.79,41,76,82,41,0.44,13,73,74,93,97,74,0.11,65,32,51,81,87,51,0.55,28,61,5231,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2010,   87 411,30,85,<1,9,5,0.97,97,<1,2,<1,0.19,89,<1,7,4,0.79,41,78,83,41,0.44,14,72,75,94,97,75,0.11,67,31,51,83,87,51,0.55,30,60,5232,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2011,   88 349,31,86,<1,8,5,0.97,97,<1,2,<1,0.19,90,<1,6,3,0.79,42,80,84,42,0.44,15,72,75,94,98,75,0.11,68,29,52,84,88,52,0.55,32,59,5233,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2012,   89 301,32,87,<1,8,4,0.97,97,<1,2,<1,0.19,90,<1,6,3,0.79,42,82,85,42,0.44,17,71,75,95,98,75,0.11,70,28,52,86,89,52,0.55,34,57,5234,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2013,   90 268,32,88,<1,8,4,0.97,97,<1,2,<1,0.19,91,<1,6,3,0.79,42,83,86,42,0.44,18,71,75,96,98,75,0.11,71,26,53,87,90,53,0.55,36,56,5235,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2014,   91 236,33,89,<1,7,3,0.97,97,<1,2,<1,0.19,92,<1,5,2,0.79,43,85,86,43,0.44,20,70,75,96,98,75,0.11,73,25,53,89,90,53,0.55,37,55,5236,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2015,   92 191,34,90,<1,7,2,0.97,97,<1,2,<1,0.19,93,<1,5,2,0.79,43,87,87,43,0.44,21,70,75,97,98,75,0.11,75,24,54,91,91,54,0.55,39,54,5237,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2016,   93 127,35,91,<1,7,2,0.97,98,<1,2,<1,0.19,93,<1,5,1,0.79,44,89,88,44,0.44,23,69,75,97,98,75,0.11,76,22,55,92,92,55,0.55,41,53,5238,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2017,   94 033,35,92,<1,6,1,0.97,98,<1,2,<1,0.19,94,<1,5,<1,0.79,44,91,89,44,0.44,24,69,75,98,98,75,0.11,78,21,55,94,92,55,0.55,43,52,5239,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2018,   94 914,36,94,<1,6,<1,0.97,98,<1,1,<1,0.19,95,<1,4,<1,0.79,45,94,90,45,0.44,26,68,75,98,98,75,0.11,79,19,56,95,93,56,0.55,45,50,5240,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2019,   95 777,37,94,<1,6,<1,0.97,99,<1,1,<1,0.19,96,<1,4,<1,0.79,45,94,91,45,0.44,27,68,75,99,98,75,0.11,81,18,56,96,94,56,0.55,47,49,5241,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2020,   96 649,37,95,<1,5,<1,0.97,99,<1,1,<1,0.19,97,<1,3,<1,0.79,46,95,92,46,0.44,28,67,76,99,98,76,0.11,83,16,57,97,94,57,0.55,49,48,5242,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2021,   97 468,38,96,<1,4,<1,0.97,99,<1,1,<1,0.19,97,<1,3,<1,0.79,46,96,93,46,0.44,30,66,76,99,98,76,0.11,84,15,57,97,95,57,0.55,51,47,5243,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Viet Nam,VNM,2022,   98 187,39,97,<1,3,<1,0.97,>99,<1,<1,<1,0.19,98,<1,2,<1,0.79,46,97,94,46,0.44,31,66,76,>99,98,76,0.11,86,13,58,98,95,58,0.55,52,46,5244,Eastern and South-Eastern Asia,WPR,East Asia and Pacific,East Asia and Pacific
Wallis and Futuna Islands,WLF,2000,       15,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,>99,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,>99,-,69,-0.01,>99,<1,5245,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2001,       15,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,>99,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,>99,-,69,-0.01,>99,<1,5246,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2002,       15,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,>99,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,>99,-,69,-0.01,>99,<1,5247,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2003,       15,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,>99,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,>99,-,69,-0.01,>99,<1,5248,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2004,       15,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,>99,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,>99,-,69,-0.01,>99,<1,5249,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2005,       15,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,>99,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,>99,-,69,-0.01,>99,<1,5250,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2006,       14,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,>99,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,>99,-,69,-0.01,>99,<1,5251,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2007,       14,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,99,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,99,-,69,-0.01,>99,<1,5252,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2008,       14,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,99,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,99,-,69,-0.01,>99,<1,5253,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2009,       13,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,99,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,99,-,69,-0.01,>99,<1,5254,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2010,       13,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,99,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,99,-,69,-0.01,>99,<1,5255,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2011,       13,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,99,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,99,-,69,-0.01,>99,<1,5256,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2012,       13,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,99,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,99,-,69,-0.01,>99,<1,5257,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2013,       12,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,99,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,99,-,69,-0.01,>99,<1,5258,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2014,       12,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,99,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,99,-,69,-0.01,>99,<1,5259,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2015,       12,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,99,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,99,-,69,-0.01,>99,<1,5260,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2016,       12,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,99,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,99,-,69,-0.01,>99,<1,5261,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2017,       12,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,99,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,99,-,69,-0.01,>99,<1,5262,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2018,       12,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,99,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,99,-,69,-0.01,>99,<1,5263,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2019,       12,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,98,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,98,-,69,-0.01,>99,<1,5264,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2020,       12,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,98,-,69,-0.01,>99,<1,-,-,-,-,-,-,-,69,98,-,69,-0.01,>99,<1,5265,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2021,       12,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,98,-,69,-0.01,99,<1,-,-,-,-,-,-,-,69,98,-,69,-0.01,99,<1,5266,Oceania,WPR,,
Wallis and Futuna Islands,WLF,2022,       12,0,>99,<1,<1,<1,-0.02,-,-,-,-,-,>99,<1,<1,<1,-0.02,69,98,-,69,-0.01,99,<1,-,-,-,-,-,-,-,69,98,-,69,-0.01,99,<1,5267,Oceania,WPR,,
Western Sahara,ESH,2000,      270,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5268,Northern Africa and Western Asia,,,
Western Sahara,ESH,2001,      284,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5269,Northern Africa and Western Asia,,,
Western Sahara,ESH,2002,      297,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5270,Northern Africa and Western Asia,,,
Western Sahara,ESH,2003,      311,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5271,Northern Africa and Western Asia,,,
Western Sahara,ESH,2004,      325,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5272,Northern Africa and Western Asia,,,
Western Sahara,ESH,2005,      339,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5273,Northern Africa and Western Asia,,,
Western Sahara,ESH,2006,      354,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5274,Northern Africa and Western Asia,,,
Western Sahara,ESH,2007,      368,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5275,Northern Africa and Western Asia,,,
Western Sahara,ESH,2008,      383,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5276,Northern Africa and Western Asia,,,
Western Sahara,ESH,2009,      398,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5277,Northern Africa and Western Asia,,,
Western Sahara,ESH,2010,      413,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5278,Northern Africa and Western Asia,,,
Western Sahara,ESH,2011,      429,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5279,Northern Africa and Western Asia,,,
Western Sahara,ESH,2012,      446,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5280,Northern Africa and Western Asia,,,
Western Sahara,ESH,2013,      463,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5281,Northern Africa and Western Asia,,,
Western Sahara,ESH,2014,      478,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5282,Northern Africa and Western Asia,,,
Western Sahara,ESH,2015,      492,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5283,Northern Africa and Western Asia,,,
Western Sahara,ESH,2016,      505,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5284,Northern Africa and Western Asia,,,
Western Sahara,ESH,2017,      519,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5285,Northern Africa and Western Asia,,,
Western Sahara,ESH,2018,      532,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5286,Northern Africa and Western Asia,,,
Western Sahara,ESH,2019,      545,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5287,Northern Africa and Western Asia,,,
Western Sahara,ESH,2020,      556,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5288,Northern Africa and Western Asia,,,
Western Sahara,ESH,2021,      566,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5289,Northern Africa and Western Asia,,,
Western Sahara,ESH,2022,      576,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5290,Northern Africa and Western Asia,,,
Yemen,YEM,2000,   18 629,26,29,17,46,8,1.03,74,19,6,1,0.17,41,18,35,6,0.95,-,18,30,-,-,28,18,-,70,57,-,-,67,26,-,32,37,-,-,38,20,5291,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2001,   19 143,27,29,17,46,8,1.03,74,19,6,1,0.17,41,18,35,6,0.95,-,18,30,-,-,28,18,-,70,57,-,-,67,26,-,32,37,-,-,39,20,5292,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2002,   19 661,27,29,17,46,8,1.03,74,19,6,1,0.17,41,18,35,6,0.95,-,18,30,-,-,28,18,-,70,57,-,-,67,26,-,33,37,-,-,39,20,5293,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2003,   20 189,28,31,18,44,7,1.03,74,19,6,1,0.17,43,18,33,6,0.95,-,19,31,-,-,29,20,-,70,58,-,-,68,26,-,33,38,-,-,40,21,5294,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2004,   20 733,28,32,19,42,7,1.03,74,20,5,1,0.17,44,19,32,6,0.95,-,20,32,-,-,30,21,-,70,58,-,-,68,25,-,34,40,-,-,41,22,5295,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2005,   21 321,29,33,20,40,7,1.03,74,20,5,1,0.17,45,20,30,5,0.95,-,21,34,-,-,31,22,-,71,58,-,-,69,25,-,35,41,-,-,42,23,5296,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2006,   21 966,29,34,21,38,7,1.03,74,20,5,1,0.17,46,20,28,5,0.95,-,22,35,-,-,31,23,-,71,58,-,-,69,25,-,36,42,-,-,43,24,5297,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2007,   22 642,30,35,22,36,7,1.03,75,20,5,<1,0.17,47,21,27,5,0.95,-,23,36,-,-,32,25,-,71,58,-,-,70,25,-,37,43,-,-,44,25,5298,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2008,   23 329,31,37,22,34,6,1.03,75,20,4,<1,0.17,48,22,25,5,0.95,-,23,38,-,-,33,26,-,71,59,-,-,70,25,-,38,44,-,-,45,26,5299,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2009,   24 030,31,38,23,32,6,1.03,75,20,4,<1,0.17,49,22,24,5,0.95,-,24,39,-,-,34,27,-,72,59,-,-,71,24,-,39,45,-,-,45,26,5300,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2010,   24 744,32,39,24,31,6,1.03,75,20,4,<1,0.17,51,23,22,4,0.95,-,25,40,-,-,35,28,-,72,59,-,-,71,24,-,40,46,-,-,46,27,5301,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2011,   25 476,32,40,25,29,6,1.03,75,20,4,<1,0.17,52,24,21,4,0.95,-,26,42,-,-,36,30,-,72,59,-,-,72,24,-,41,47,-,-,47,28,5302,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2012,   26 223,33,41,26,27,6,1.03,76,20,3,<1,0.17,53,24,19,4,0.95,-,27,43,-,-,37,31,-,72,59,-,-,72,24,-,42,48,-,-,48,29,5303,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2013,   26 984,34,43,27,25,6,1.03,76,21,3,<1,0.17,54,25,18,4,0.95,-,28,44,-,-,37,32,-,73,60,-,-,73,23,-,43,50,-,-,49,29,5304,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2014,   27 753,34,44,28,23,5,1.03,76,21,3,<1,0.17,55,25,16,4,0.95,-,28,46,-,-,38,33,-,73,60,-,-,73,23,-,44,51,-,-,50,30,5305,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2015,   28 517,35,45,29,21,5,1.03,76,21,3,<1,0.17,56,26,15,3,0.95,-,29,47,-,-,39,35,-,73,60,-,-,74,23,-,44,52,-,-,51,31,5306,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2016,   29 274,35,46,30,19,5,1.03,76,21,2,<1,0.17,57,27,13,3,0.95,-,30,48,-,-,40,36,-,73,60,-,-,75,23,-,45,53,-,-,52,31,5307,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2017,   30 034,36,47,31,17,5,1.03,76,21,2,<1,0.17,58,27,12,3,0.95,-,31,50,-,-,41,37,-,74,60,-,-,75,22,-,46,54,-,-,53,32,5308,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2018,   30 791,37,48,32,15,5,1.03,77,21,2,<1,0.17,59,28,10,3,0.95,-,32,51,-,-,42,38,-,74,61,-,-,76,22,-,47,55,-,-,54,33,5309,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2019,   31 547,37,50,33,14,4,1.03,77,21,2,<1,0.17,60,28,9,3,0.95,-,32,52,-,-,42,40,-,74,61,-,-,76,22,-,48,56,-,-,55,33,5310,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2020,   32 284,38,51,34,12,4,1.03,77,21,2,<1,0.17,61,29,8,3,0.95,-,33,54,-,-,43,41,-,74,61,-,-,77,22,-,49,57,-,-,56,34,5311,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2021,   32 982,39,52,34,10,4,1.03,77,22,1,<1,0.17,62,30,6,2,0.95,-,34,55,-,-,44,42,-,74,61,-,-,77,22,-,50,57,-,-,57,34,5312,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Yemen,YEM,2022,   33 697,39,52,34,10,4,1.03,77,22,1,<1,0.17,62,29,6,2,0.95,-,34,55,-,-,44,42,-,74,61,-,-,77,22,-,50,58,-,-,57,34,5313,Northern Africa and Western Asia,EMR,Middle East and North Africa,Middle East and North Africa
Zambia,ZMB,2000,    9 891,35,28,4,40,28,1.05,83,4,12,2,0.27,47,4,30,19,0.97,-,4,18,-,-,6,26,44,44,60,66,0.07,80,6,-,18,32,-,-,32,19,5314,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2001,   10 192,35,29,4,39,27,1.05,83,4,12,2,0.27,48,4,30,18,0.97,-,4,19,-,-,6,28,45,45,60,66,0.07,80,7,-,18,33,-,-,32,20,5315,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2002,   10 508,35,30,4,39,27,1.05,83,4,11,2,0.27,49,4,29,18,0.97,-,4,19,-,-,6,29,45,45,59,66,0.07,79,8,-,19,34,-,-,32,21,5316,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2003,   10 838,36,32,5,38,26,1.05,83,4,11,2,0.27,50,4,28,17,0.97,-,4,20,-,-,6,30,46,46,58,66,0.07,79,8,-,19,34,-,-,32,23,5317,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2004,   11 188,36,33,5,37,25,1.05,84,4,11,2,0.27,51,4,28,16,0.97,-,4,21,-,-,6,32,47,47,58,67,0.07,78,9,-,20,35,-,-,32,24,5318,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2005,   11 565,37,34,5,37,24,1.05,84,4,11,2,0.27,52,5,27,16,0.97,-,5,22,-,-,6,33,47,47,57,67,0.07,77,10,-,20,35,-,-,32,25,5319,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2006,   11 972,37,35,5,36,23,1.05,84,4,10,2,0.27,54,5,27,15,0.97,-,5,23,-,-,6,35,48,48,56,69,0.07,77,11,-,21,36,-,-,32,26,5320,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2007,   12 402,38,36,6,36,22,1.05,85,4,10,2,0.27,55,5,26,15,0.97,-,5,24,-,-,6,36,49,49,56,71,0.07,76,12,-,22,36,-,-,32,27,5321,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2008,   12 853,38,37,6,35,22,1.05,85,4,10,1,0.27,56,5,26,14,0.97,-,6,25,-,-,6,38,49,49,55,74,0.07,76,13,-,22,37,-,-,33,28,5322,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Zambia,ZMB,2009,   13 318,39,39,6,35,21,1.05,85,4,10,1,0.27,57,5,25,13,0.97,-,6,26,-,-,6,39,50,50,54,76,0.07,75,14,-,23,37,-,-,33,29,5323,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
